,artist,album,track,uri,UniqueID,track_uri
541,DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),spotify:track:7ytR5pFWmSjzHJIeQkgog4,DaBaby:ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4
542,Foo Fighters,One By One (Expanded Edition),Times Like These,spotify:track:67vYdAAM3oGsEImCRfbtsF,Foo Fighters:Times Like These,67vYdAAM3oGsEImCRfbtsF
543,Capital Cities,In A Tidal Wave Of Mystery,Safe And Sound,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities:Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb
544,Black Sabbath,Paranoid,Paranoid,spotify:track:1jzDzZWeSDBg5fhNc3tczV,Black Sabbath:Paranoid,1jzDzZWeSDBg5fhNc3tczV
545,Arctic Monkeys,Tranquility Base Hotel & Casino,American Sports,spotify:track:2HbYLDA1SigY1ilC94ieVu,Arctic Monkeys:American Sports,2HbYLDA1SigY1ilC94ieVu
546,Itaca Band,La Selva,Barcelona R2,spotify:track:061Pl8hsxiyM3yn4E4brpT,Itaca Band:Barcelona R2,061Pl8hsxiyM3yn4E4brpT
547,Chuck Berry,St. Louis To Liverpool,You Never Can Tell,spotify:track:6FT83pFXKhDlXDsNJFAHWz,Chuck Berry:You Never Can Tell,6FT83pFXKhDlXDsNJFAHWz
548,Cigarettes After Sex,Cry,Don't Let Me Go,spotify:track:4b3khTm3ufGRTyZwuYdasn,Cigarettes After Sex:Don't Let Me Go,4b3khTm3ufGRTyZwuYdasn
549,Residente,Bellacoso,Bellacoso,spotify:track:1kMUGCt7XLDc5Q64Vl0H8S,Residente:Bellacoso,1kMUGCt7XLDc5Q64Vl0H8S
550,mafalda,Nos Deben una Vida,En Guerra,spotify:track:3LUSxYTZtlCMUdPgSzq6iV,mafalda:En Guerra,3LUSxYTZtlCMUdPgSzq6iV
551,Violadores Del Verso,Vivir para Contarlo,Cantando,spotify:track:5AIwfXYjGkWCs4KeeTk2Rq,Violadores Del Verso:Cantando,5AIwfXYjGkWCs4KeeTk2Rq
552,Delaossa,Un perro andaluz,Intro,spotify:track:3zcRDV0iBJGJXXunsq5K8i,Delaossa:Intro,3zcRDV0iBJGJXXunsq5K8i
553,Aspencat,Naixen primaveres,L'herència,spotify:track:5WeNqbJAekPjCCLiIbxuai,Aspencat:L'herència,5WeNqbJAekPjCCLiIbxuai
554,Celtas Cortos,Cuentame Un Cuento,20 de abril,spotify:track:7ifOnwJC0oH7cfbJQbUye1,Celtas Cortos:20 de abril,7ifOnwJC0oH7cfbJQbUye1
555,Tu Otra Bonita,The Cortijo,Ganas de...,spotify:track:38hL2Vg78o3K0sJhVv4mpz,Tu Otra Bonita:Ganas de...,38hL2Vg78o3K0sJhVv4mpz
556,SFDK,2001 Odisea en el lodo,El liricista en el tejado,spotify:track:44yNVNPkm5j3ReZYatraQu,SFDK:El liricista en el tejado,44yNVNPkm5j3ReZYatraQu
557,KYNE,Thanking,Thanking,spotify:track:0uoYaukfuQTgofHq05oN6c,KYNE:Thanking,0uoYaukfuQTgofHq05oN6c
558,Jackie Wilson,Higher And Higher,(Your Love Keeps Lifting Me) Higher & Higher,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,Jackie Wilson:(Your Love Keeps Lifting Me) Higher & Higher,5qyq1H5OPMlfuvZQ1wQNo7
559,Kutxi Romero,No soy de nadie,La sangre llega hasta el cielo,spotify:track:3R6RjbMBBHrNcXPBNTd2aQ,Kutxi Romero:La sangre llega hasta el cielo,3R6RjbMBBHrNcXPBNTd2aQ
560,Bill Withers,Still Bill,Lean on Me,spotify:track:3M8FzayQWtkvOhqMn2V4T2,Bill Withers:Lean on Me,3M8FzayQWtkvOhqMn2V4T2
561,Gérmenes,Mar Etílico,Otra Vez en Tus Manos,spotify:track:2msak8eaVqJPlkqiJ5P16O,Gérmenes:Otra Vez en Tus Manos,2msak8eaVqJPlkqiJ5P16O
562,C. Tangana,El Madrileño,Párteme La Cara,spotify:track:5gEUDNQvoQjdjklrwPdGwD,C. Tangana:Párteme La Cara,5gEUDNQvoQjdjklrwPdGwD
563,ZOO,Tempestes Vénen del Sud,Corbelles,spotify:track:7Bg6MSP1oYrSNVDXkTroBS,ZOO:Corbelles,7Bg6MSP1oYrSNVDXkTroBS
564,Guitarricadelafuente,Nacido pa ganar,Nacido pa ganar,spotify:track:6du6iIqHyTZO3AdZjzwBnP,Guitarricadelafuente:Nacido pa ganar,6du6iIqHyTZO3AdZjzwBnP
565,Jet,Get Born,Are You Gonna Be My Girl,spotify:track:305WCRhhS10XUcH6AEwZk6,Jet:Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6
566,Surfaces,Where the Light Is,Sunday Best,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Surfaces:Sunday Best,1Cv1YLb4q0RzL6pybtaMLo
567,Rejjie Snow,Dear Annie,23,spotify:track:1r3M82sqImOu3AUwRdELRT,Rejjie Snow:23,1r3M82sqImOu3AUwRdELRT
568,Kase.O,Kase.O Jazz Magnetism,Suave Seda A.K.A. Nací Muerto,spotify:track:2U1NPMgUvxwERikLWBFkqP,Kase.O:Suave Seda A.K.A. Nací Muerto,2U1NPMgUvxwERikLWBFkqP
569,Zaz,Isa,Tout là-haut,spotify:track:7AKlLXGDF5Gh7gktZIRxms,Zaz:Tout là-haut,7AKlLXGDF5Gh7gktZIRxms
570,KYNE,Pleasure,Pleasure,spotify:track:56sFE33xbFbF1h410FWuQl,KYNE:Pleasure,56sFE33xbFbF1h410FWuQl
571,Sidecars,Contra las cuerdas,Fantasías delirantes - Acústico,spotify:track:1tdJ17yqAizFfXMefSNn5D,Sidecars:Fantasías delirantes - Acústico,1tdJ17yqAizFfXMefSNn5D
572,Big Sean,Dark Sky Paradise,I Don't Fuck With You,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,Big Sean:I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA
573,Itaca Band,Explosiva,Ahora y Aquí,spotify:track:5HQruci59jgaN1l3BToc0J,Itaca Band:Ahora y Aquí,5HQruci59jgaN1l3BToc0J
574,Dstance,Niña Bonita,Niña Bonita - Acústico,spotify:track:6yb8ktQyg2mH4fOUeIYkd5,Dstance:Niña Bonita - Acústico,6yb8ktQyg2mH4fOUeIYkd5
575,Pereza,Pereza 10 Años,Superjunkies,spotify:track:6ldMYp402wnNYnU1ZyZdYj,Pereza:Superjunkies,6ldMYp402wnNYnU1ZyZdYj
576,Ne-Yo,Year Of The Gentleman,Mad,spotify:track:4LxjagX6D8MxMaoTmqpQ8Y,Ne-Yo:Mad,4LxjagX6D8MxMaoTmqpQ8Y
577,Donavon Frankenreiter,Donavon Frankenreiter,It Don't Matter,spotify:track:2UjGyCvayHjGihV3oLhD8a,Donavon Frankenreiter:It Don't Matter,2UjGyCvayHjGihV3oLhD8a
578,Txarango,Benvinguts al Llarg Viatge,Pren el Carrer,spotify:track:29jkPplWyOlZiZf9r6F2JU,Txarango:Pren el Carrer,29jkPplWyOlZiZf9r6F2JU
579,Smoking Souls,Cendra i or,Alcohol i sal,spotify:track:4bMiGBTBwGNT5MZBjRVEyI,Smoking Souls:Alcohol i sal,4bMiGBTBwGNT5MZBjRVEyI
580,Delaossa,Un perro andaluz,Let it go,spotify:track:7b2crEGeREkvEF74GYM2Qx,Delaossa:Let it go,7b2crEGeREkvEF74GYM2Qx
581,James Bay,Chaos And The Calm,Move Together,spotify:track:42HxrmByT7nOJjtCYXaIl7,James Bay:Move Together,42HxrmByT7nOJjtCYXaIl7
582,Cruz Cafuné,Pa'l Coche,Amén,spotify:track:1PLxoOKyLKqicE5ErhrzkF,Cruz Cafuné:Amén,1PLxoOKyLKqicE5ErhrzkF
583,La Raíz,Entre Poetas y Presos,Rueda la Corona,spotify:track:4by34YzNiEFRESAnBXo7x4,La Raíz:Rueda la Corona,4by34YzNiEFRESAnBXo7x4
584,Kase.O,Divertimentos (Vol.2),Bécquer (Con Ara Malikian),spotify:track:5Qrp8hUGZiEyLGxNj5t1dK,Kase.O:Bécquer (Con Ara Malikian),5Qrp8hUGZiEyLGxNj5t1dK
585,Hard GZ,Kaos Nomada,Cae la Noche,spotify:track:5o7b90Y6y5kSrB15Tbjnip,Hard GZ:Cae la Noche,5o7b90Y6y5kSrB15Tbjnip
586,Leiva,Nuclear,No Te Preocupes por Mi,spotify:track:7hv7synVPhVu30Ex2amJQc,Leiva:No Te Preocupes por Mi,7hv7synVPhVu30Ex2amJQc
587,Bejo,Tripi Hapa,ENEMIGOS INVISIBLES,spotify:track:1T8137xobJzWoGYd8ecYtu,Bejo:ENEMIGOS INVISIBLES,1T8137xobJzWoGYd8ecYtu
588,Carla Bruni,Quelqu'un M'a Dit,Quelqu'un m'a dit,spotify:track:6w9Pf2VV4kZNcExAjcG2hw,Carla Bruni:Quelqu'un m'a dit,6w9Pf2VV4kZNcExAjcG2hw
589,Astola,Astola & Raton: El Hombre Caracol,El Limbo,spotify:track:33CukZl6zTt8BjlUtEcc6m,Astola:El Limbo,33CukZl6zTt8BjlUtEcc6m
590,Cruz Cafuné,Miénteme,Miénteme,spotify:track:3d0CVvh3V9XOesXzkrD21j,Cruz Cafuné:Miénteme,3d0CVvh3V9XOesXzkrD21j
591,Cruz Cafuné,Como Solía,Como Solía,spotify:track:57kf0CZiA4NRhI4dKl4LPe,Cruz Cafuné:Como Solía,57kf0CZiA4NRhI4dKl4LPe
592,Surfaces,Pacifico,Come With Me,spotify:track:16frIpnyUb9poRwQxQTmaC,Surfaces:Come With Me,16frIpnyUb9poRwQxQTmaC
593,Greentea Peng,Hu Man,Hu Man,spotify:track:2ZfVt2skRwfEq1Wb3D7GmP,Greentea Peng:Hu Man,2ZfVt2skRwfEq1Wb3D7GmP
594,Saba,CARE FOR ME,CALLIGRAPHY,spotify:track:7LBdv0ek7Tj2s0bgxmlrC6,Saba:CALLIGRAPHY,7LBdv0ek7Tj2s0bgxmlrC6
595,Leiva,Polvora,Mirada Perdida,spotify:track:25uVxXYrKyFa59nyH87kdq,Leiva:Mirada Perdida,25uVxXYrKyFa59nyH87kdq
596,Weston Estate,Outside,Outside,spotify:track:2FHdkquBesDIZZ0IcVYaFc,Weston Estate:Outside,2FHdkquBesDIZZ0IcVYaFc
597,Lágrimas De Sangre,Vértigo,Tu Espacio,spotify:track:2aOq4B0BlRcj2L0pGHijff,Lágrimas De Sangre:Tu Espacio,2aOq4B0BlRcj2L0pGHijff
598,p-rallel,soulboy,soulboy,spotify:track:4Gkr7ol2xye6fPlBPRJo4R,p-rallel:soulboy,4Gkr7ol2xye6fPlBPRJo4R
599,ZOO,Raval,Impresentables,spotify:track:4aCvGG6VoTVuO1Lk5CaIzv,ZOO:Impresentables,4aCvGG6VoTVuO1Lk5CaIzv
600,El Canto Del Loco,Zapatillas,Tal Como Eres,spotify:track:0HQ6KHOBtpGdV7c40wwNSA,El Canto Del Loco:Tal Como Eres,0HQ6KHOBtpGdV7c40wwNSA
601,Pereza,Esencial Pereza,Por Mi Tripa,spotify:track:67kxtYw6lvG9vg2ntlE1AD,Pereza:Por Mi Tripa,67kxtYw6lvG9vg2ntlE1AD
602,Natos y Waor,Alcatraz,Alcatraz,spotify:track:0iLM2UXFnpMNh1I4mdiRmN,Natos y Waor:Alcatraz,0iLM2UXFnpMNh1I4mdiRmN
603,La Raíz,El Lado de los Rebeldes,Zarzuela y Castañuela,spotify:track:0vw5I1km5TiyGw6Rr0mEEt,La Raíz:Zarzuela y Castañuela,0vw5I1km5TiyGw6Rr0mEEt
604,The Architect,Foundations,Dreader Than Dread,spotify:track:0BW2kb7IHdH2QnWwvXqeqe,The Architect:Dreader Than Dread,0BW2kb7IHdH2QnWwvXqeqe
605,Alborosie,Unprecedented Time,Unprecedented Time,spotify:track:582O2zJTY28e3RsQUNJjtr,Alborosie:Unprecedented Time,582O2zJTY28e3RsQUNJjtr
606,La Raíz,Así en el Cielo Como en la Selva,Solo Quiero de Ti,spotify:track:7CXXzq7SIdH3I4L8m5P5h2,La Raíz:Solo Quiero de Ti,7CXXzq7SIdH3I4L8m5P5h2
607,Fyahbwoy,Extremely Flammable,Reggae Vybz,spotify:track:1YaxuUUAOBaYAOczCQC1sU,Fyahbwoy:Reggae Vybz,1YaxuUUAOBaYAOczCQC1sU
608,Major Lazer,Peace Is The Mission,Lean On (feat. MØ & DJ Snake),spotify:track:4WjH9Bzt3kx7z8kl0awxh4,Major Lazer:Lean On (feat. MØ & DJ Snake),4WjH9Bzt3kx7z8kl0awxh4
609,Naâman,Smoke Tricks,Smoke Tricks,spotify:track:4q8Qc0fjT01bnrR7njzuzV,Naâman:Smoke Tricks,4q8Qc0fjT01bnrR7njzuzV
610,Bob Dylan,Shadows in the Night,I'm A Fool To Want You,spotify:track:6PQ30208LWUAx5R5cYeIJ6,Bob Dylan:I'm A Fool To Want You,6PQ30208LWUAx5R5cYeIJ6
611,alt-J,An Awesome Wave,Dissolve Me,spotify:track:6KFzhOFZjBLmL5ibTkSVWb,alt-J:Dissolve Me,6KFzhOFZjBLmL5ibTkSVWb
612,Albertucho,Palabras Del Capitán Cobarde,A Ver Si Me Da Por Pensar,spotify:track:2zaJpc4ssAxWT9lHUmNcR0,Albertucho:A Ver Si Me Da Por Pensar,2zaJpc4ssAxWT9lHUmNcR0
613,Smoking Souls,Cendra i or,Eterna força,spotify:track:4spTl4KIfouK44y8U2xhts,Smoking Souls:Eterna força,4spTl4KIfouK44y8U2xhts
614,Salmo,Playlist,IL CIELO NELLA STANZA (feat. NSTASIA),spotify:track:2fkVZYFv9hOejIsLzZy8ad,Salmo:IL CIELO NELLA STANZA (feat. NSTASIA),2fkVZYFv9hOejIsLzZy8ad
615,The Beach Boys,All Summer Long,I Get Around (Mono),spotify:track:3v9xlH6BpmRbqL7hgNJhfT,The Beach Boys:I Get Around (Mono),3v9xlH6BpmRbqL7hgNJhfT
616,Ska-P,Game Over,Adoctrinad@s,spotify:track:1fBCPYGr4sQ3FjyrHKjMNW,Ska-P:Adoctrinad@s,1fBCPYGr4sQ3FjyrHKjMNW
617,Los Chikos del Maiz,La Estanquera de Saigón,Paraísos Artificiales,spotify:track:4NRhgNtobQUhWQM0kOez7a,Los Chikos del Maiz:Paraísos Artificiales,4NRhgNtobQUhWQM0kOez7a
618,Green Valley,Ahora,Estamos Ready,spotify:track:7iIi55IHbdbY74EwnpBcJZ,Green Valley:Estamos Ready,7iIi55IHbdbY74EwnpBcJZ
619,Eminem,The Marshall Mathers LP,The Real Slim Shady,spotify:track:7KccdUP4IslFXUNNseqBc7,Eminem:The Real Slim Shady,7KccdUP4IslFXUNNseqBc7
620,Iseo & Dodosound,Dame,Dame,spotify:track:7buJdUHz3QIKZBZ5wbq6H0,Iseo & Dodosound:Dame,7buJdUHz3QIKZBZ5wbq6H0
621,Rels B,Flakk Daniel's Lp,Buenos Genes,spotify:track:5I2I0xdHPV5opTDQbItBIb,Rels B:Buenos Genes,5I2I0xdHPV5opTDQbItBIb
622,Roy Orbison,"Oh, Pretty Woman","Oh, Pretty Woman",spotify:track:48i055G1OT5KxGGftwFxWy,"Roy Orbison:Oh, Pretty Woman",48i055G1OT5KxGGftwFxWy
623,Sum 41,"All Killer, No Filler",Fat Lip,spotify:track:4KacUpvbA3Mfo05gttTjhN,Sum 41:Fat Lip,4KacUpvbA3Mfo05gttTjhN
624,Matt Simons,Catch & Release,Catch & Release,spotify:track:3vIr7kdsFkrxzo9HT5tsFq,Matt Simons:Catch & Release,3vIr7kdsFkrxzo9HT5tsFq
625,Robe,Mayéutica,Primer movimiento: Después de la catarsis,spotify:track:5WWxj79hWjVq0wIBDCIw7T,Robe:Primer movimiento: Después de la catarsis,5WWxj79hWjVq0wIBDCIw7T
626,Kase.O,Kase.O Jazz Magnetism,Boogaloo A.K.A. Tarantula,spotify:track:4wFASs8o9DQlnGXlK6Hgxw,Kase.O:Boogaloo A.K.A. Tarantula,4wFASs8o9DQlnGXlK6Hgxw
627,Pignoise,Anunciado en Television,Te entiendo,spotify:track:6uSIn5SVmUwile8TXoYMe6,Pignoise:Te entiendo,6uSIn5SVmUwile8TXoYMe6
628,A$AP Rocky,Sundress,Sundress,spotify:track:2aPTvyE09vUCRwVvj0I8WK,A$AP Rocky:Sundress,2aPTvyE09vUCRwVvj0I8WK
629,Luisaker,Patata,Patata,spotify:track:4ZKR6PMUbyXS8Mb6tZpM7j,Luisaker:Patata,4ZKR6PMUbyXS8Mb6tZpM7j
630,Robe,"Destrozares, Canciones para el Final de los Tiempos",La Canción Más Triste,spotify:track:4CBxdPODWWGs50plmC3uzZ,Robe:La Canción Más Triste,4CBxdPODWWGs50plmC3uzZ
631,Angèle,Nonante-Cinq,Démons,spotify:track:3gAEAmxdP1GIjgQ3Zud2mE,Angèle:Démons,3gAEAmxdP1GIjgQ3Zud2mE
632,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",I Bet You Look Good On The Dancefloor,spotify:track:3DQVgcqaP3iSMbaKsd57l5,Arctic Monkeys:I Bet You Look Good On The Dancefloor,3DQVgcqaP3iSMbaKsd57l5
633,Poncho K,Caballo de Oro,Verborrea (with Roberto Iniesta & Iñaki Antón),spotify:track:3i8T2Jk8HeN8LLQl6jSCqm,Poncho K:Verborrea (with Roberto Iniesta & Iñaki Antón),3i8T2Jk8HeN8LLQl6jSCqm
634,Aspencat,Essència,Quan caminàvem,spotify:track:3dx71UjqkLL9RuMCSQciFa,Aspencat:Quan caminàvem,3dx71UjqkLL9RuMCSQciFa
635,Still Woozy,Lucy,Lucy,spotify:track:5RxpYHVbGJPOvSEATQyg9P,Still Woozy:Lucy,5RxpYHVbGJPOvSEATQyg9P
636,La Raíz,El Lado de los Rebeldes,De Mar en Mar,spotify:track:5tA30UTCxd4n5Fzaz4p6WK,La Raíz:De Mar en Mar,5tA30UTCxd4n5Fzaz4p6WK
637,IZAL,Autoterapia,Santa Paz,spotify:track:1HotVelBlBrqbx53yRXzra,IZAL:Santa Paz,1HotVelBlBrqbx53yRXzra
638,Ayax y Prok,Metacrilato,Metacrilato,spotify:track:5z5Q95JbFva9DcKnshOgiU,Ayax y Prok:Metacrilato,5z5Q95JbFva9DcKnshOgiU
639,Beret,Vuelve,Vuelve,spotify:track:3jMwSd2zqGOwJStCatpjAr,Beret:Vuelve,3jMwSd2zqGOwJStCatpjAr
640,Kaiser Chiefs,"Yours Truly, Angry Mob",Ruby,spotify:track:2fAIfPLrPUTW1AmJRR428Q,Kaiser Chiefs:Ruby,2fAIfPLrPUTW1AmJRR428Q
641,Yung Sarria,Trappin,Trappin,spotify:track:2BgrVmdbY3gfSCNRsWPEKl,Yung Sarria:Trappin,2BgrVmdbY3gfSCNRsWPEKl
642,Itaca Band,Temerario,Torna'm,spotify:track:1NzY8ZgJxVKpqUXTfGFhH0,Itaca Band:Torna'm,1NzY8ZgJxVKpqUXTfGFhH0
643,Kutxi Romero,No soy de nadie,Vengo del mercado,spotify:track:0HqHhZgyn6e7o7eA3RPr6s,Kutxi Romero:Vengo del mercado,0HqHhZgyn6e7o7eA3RPr6s
644,Supersubmarina,Electroviral,Centro De Atencion,spotify:track:1YyXJmUsPOIaBoBMHCOeBB,Supersubmarina:Centro De Atencion,1YyXJmUsPOIaBoBMHCOeBB
645,Mala Rodríguez,Lujo Ibérico,Tengo Un Trato - Remastered 2015,spotify:track:13crLwJf5aEt3R8MKcisou,Mala Rodríguez:Tengo Un Trato - Remastered 2015,13crLwJf5aEt3R8MKcisou
646,Poncho K,Una Historia Con Las Manos,Manolito Caramierda,spotify:track:0cMAspOC4MvMC1kRAWUzoA,Poncho K:Manolito Caramierda,0cMAspOC4MvMC1kRAWUzoA
647,Nikone,Si Vienes,Si Vienes,spotify:track:0SxZYeCnWCOFLDSR9pD0Li,Nikone:Si Vienes,0SxZYeCnWCOFLDSR9pD0Li
648,Natos y Waor,Cicatrices,Pecados,spotify:track:5SDyb4MxJpeUoE9PF6UTsE,Natos y Waor:Pecados,5SDyb4MxJpeUoE9PF6UTsE
649,Khalid,Scenic Drive (The Tape),Scenic Drive (feat. Ari Lennox & Smino),spotify:track:6zIen2DYr2t19vbwqgORY2,Khalid:Scenic Drive (feat. Ari Lennox & Smino),6zIen2DYr2t19vbwqgORY2
650,Lágrimas De Sangre,Viridarquia,Senderos a Roma,spotify:track:5e52T2IWnMrcInh5CpW2Po,Lágrimas De Sangre:Senderos a Roma,5e52T2IWnMrcInh5CpW2Po
651,Foyone,#RapSinCorte XLIV,#RapSinCorte XLIV,spotify:track:7dveedfIoKADCwpkLY4OEx,Foyone:#RapSinCorte XLIV,7dveedfIoKADCwpkLY4OEx
652,El Canto Del Loco,Zapatillas,Besos,spotify:track:7MKO7rUZzjw8p87zdZDgqa,El Canto Del Loco:Besos,7MKO7rUZzjw8p87zdZDgqa
653,Foyone,#RapSinCorte XL,#RapSinCorte XL,spotify:track:2LmQKmOLNORvovnK7fLrNb,Foyone:#RapSinCorte XL,2LmQKmOLNORvovnK7fLrNb
654,Charly Efe,El Mártir,El Mártir,spotify:track:5pj4d3IPJqqxhf1m56RujT,Charly Efe:El Mártir,5pj4d3IPJqqxhf1m56RujT
655,Maroon 5,Songs About Jane,She Will Be Loved,spotify:track:7sapKrjDij2fpDVj0GxP66,Maroon 5:She Will Be Loved,7sapKrjDij2fpDVj0GxP66
656,MBNel,Misunderstood,Feelings,spotify:track:04uMsCRuGU3lycCKyqBc8I,MBNel:Feelings,04uMsCRuGU3lycCKyqBc8I
657,Ed Sheeran,x,I See Fire,spotify:track:5pY3ovFxbvAg7reGZjJQSp,Ed Sheeran:I See Fire,5pY3ovFxbvAg7reGZjJQSp
658,Grupo Viral,Lo Primero Es Lo Segundo,Aquellos Tipos de Largo,spotify:track:5emOCPdalJbwu2kiZnlDMJ,Grupo Viral:Aquellos Tipos de Largo,5emOCPdalJbwu2kiZnlDMJ
659,Wiz Khalifa,Rolling Papers 2,Bootsy Bellows,spotify:track:1TFsOckh4vFv092jOS0SHj,Wiz Khalifa:Bootsy Bellows,1TFsOckh4vFv092jOS0SHj
660,Ska-P,El Vals Del Obrero,No Te Pares,spotify:track:34C9sQP9umTer621WSTBrp,Ska-P:No Te Pares,34C9sQP9umTer621WSTBrp
661,Pereza,Esencial Pereza,Margot (with Iván Ferreiro),spotify:track:05s4j36iMrlOZEnmmZOg69,Pereza:Margot (with Iván Ferreiro),05s4j36iMrlOZEnmmZOg69
662,Kase.O,El Círculo (Versión Exclusiva de Spotify),Esto No Para,spotify:track:7HxoouAxxJghKQ34fbVtQP,Kase.O:Esto No Para,7HxoouAxxJghKQ34fbVtQP
663,Marea,Coces al Aire 1997-2007,La vela se apaga,spotify:track:75lCejKxzUDMGNoCfOTheq,Marea:La vela se apaga,75lCejKxzUDMGNoCfOTheq
664,La Raíz,Así en el Cielo Como en la Selva,Dientes del León,spotify:track:2ck4Bl6zlTh4HDoTSYpra9,La Raíz:Dientes del León,2ck4Bl6zlTh4HDoTSYpra9
665,Poncho K,11 Palos,Magia Pura,spotify:track:0ilHfwiDCzz8dituayCBpm,Poncho K:Magia Pura,0ilHfwiDCzz8dituayCBpm
666,Marea,Coces al Aire 1997-2007,"La sangre, los polvos, los muertos",spotify:track:2NLWjp3NKeOpZnknma1wOd,"Marea:La sangre, los polvos, los muertos",2NLWjp3NKeOpZnknma1wOd
667,La Fuga,Mira,Por verte sonreír,spotify:track:6tGUkobti5ztrb9aQ0UDEx,La Fuga:Por verte sonreír,6tGUkobti5ztrb9aQ0UDEx
668,Sidecars,Contra las cuerdas,La tormenta - Acústico,spotify:track:1m7lXgCcQD8DwZWTUZBBOF,Sidecars:La tormenta - Acústico,1m7lXgCcQD8DwZWTUZBBOF
669,Leiva,Monstruos,Medicina,spotify:track:6z5HbBTccGlWGe6VuVmKHU,Leiva:Medicina,6z5HbBTccGlWGe6VuVmKHU
670,The Kooks,Listen,Sweet Emotion,spotify:track:3hyi4CYvZ3K6EqAI2ja7pl,The Kooks:Sweet Emotion,3hyi4CYvZ3K6EqAI2ja7pl
671,Shouse,Love Tonight,Love Tonight - Edit,spotify:track:6OufwUcCqo81guU2jAlDVP,Shouse:Love Tonight - Edit,6OufwUcCqo81guU2jAlDVP
672,C. Tangana,El Madrileño,Demasiadas Mujeres,spotify:track:3GaGWoU1KfVqgl7vnRHP55,C. Tangana:Demasiadas Mujeres,3GaGWoU1KfVqgl7vnRHP55
673,alt-J,An Awesome Wave,Breezeblocks,spotify:track:3Wu6MhnZuLuzfH5wFC2g9i,alt-J:Breezeblocks,3Wu6MhnZuLuzfH5wFC2g9i
674,Surfaces,Horizons,Bloom,spotify:track:6fpIcWxRGGqa681gUHJonh,Surfaces:Bloom,6fpIcWxRGGqa681gUHJonh
675,Little Richard,Here's Little Richard,Tutti Frutti,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,Little Richard:Tutti Frutti,2iXcvnD3d1gfLBum0cE5Eg
676,Rotten XIII,Oi! Baldorba,El Blues De Aranjuez,spotify:track:6YL526UdMtdi6MQRgpFaFm,Rotten XIII:El Blues De Aranjuez,6YL526UdMtdi6MQRgpFaFm
677,Aspencat,Essència,Batega la ciutat,spotify:track:2SLeg4DsJk1wpQhYB7Sja8,Aspencat:Batega la ciutat,2SLeg4DsJk1wpQhYB7Sja8
678,Afrojuice 195,Dancehall,Dancehall,spotify:track:7Fl40HsZpABPnTgFAM4YLk,Afrojuice 195:Dancehall,7Fl40HsZpABPnTgFAM4YLk
679,Desakato,Con el Viento de Cara,Octubres rotos,spotify:track:096dO4loq3XcU3TBDCjvfW,Desakato:Octubres rotos,096dO4loq3XcU3TBDCjvfW
680,Robe,"Destrozares, Canciones para el Final de los Tiempos",Querré Lo Prohibido,spotify:track:0aXPA5KAA2r0HzTRzRX8Fp,Robe:Querré Lo Prohibido,0aXPA5KAA2r0HzTRzRX8Fp
681,Itaca Band,Explosiva,A Vivirlo,spotify:track:0dTFM7mR6aLffwqHIpaxSB,Itaca Band:A Vivirlo,0dTFM7mR6aLffwqHIpaxSB
682,Piperrak,Arde Ribera,Mi Primer Amor,spotify:track:2oRmhBSPhWNScSkwR7x8xi,Piperrak:Mi Primer Amor,2oRmhBSPhWNScSkwR7x8xi
683,Desakato,Inercia,Cuando Salga el Sol,spotify:track:4tnn3fGft1w1NrMvp9JMgy,Desakato:Cuando Salga el Sol,4tnn3fGft1w1NrMvp9JMgy
684,Smoking Souls,ParatgesPreferits,Passatgers del món (ParatgesPreferits) - Live,spotify:track:7Mh8tXVrPsKzOdHplkqOkj,Smoking Souls:Passatgers del món (ParatgesPreferits) - Live,7Mh8tXVrPsKzOdHplkqOkj
685,Takagi & Ketra,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)",spotify:track:0swoHiwTazywpoqiKDUtGQ,"Takagi & Ketra:La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)",0swoHiwTazywpoqiKDUtGQ
686,Marshmello,Happier,Happier,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello:Happier,2dpaYNEQHiRxtZbfNsse99
687,James Bay,Chaos And The Calm,Scars,spotify:track:78pULHVnsTsnAQcOrdALc0,James Bay:Scars,78pULHVnsTsnAQcOrdALc0
688,+44,When Your Heart Stops Beating,When Your Heart Stops Beating,spotify:track:6yT4ww7r7wDBlwMDUazx0U,+44:When Your Heart Stops Beating,6yT4ww7r7wDBlwMDUazx0U
689,Siloé,La Verdad,La Verdad,spotify:track:5DrikCrFK2V1F7NtEBqSXO,Siloé:La Verdad,5DrikCrFK2V1F7NtEBqSXO
